"source","titre","prix","type_bien","type_annonce","quartier","ville","surface_m2","nb_chambres","nb_sdb","nb_salons","description","date_publication","vendeur","caracteristiques"
"voursa.com","عرفات البداية 18 غرب مهد  تكوين العلماء ","1900000","Appartement/Maison","Vente","Arafat","Nouakchott","180.0","8.0","","5.0","منزل فاتح أعل شارع أكبير و فقرن
فيه دار التحت وفوقه أستديوه و أبرتماه
و بوتقين  
دخله 250 ألف","2025-06-20","","1 balcon(s) | Taille rue: 30.00 | Proche de: مركز تكوين العلماء مسجد ولد الددو مدرسة الصين"
"voursa.com","200م٢ فصحراوي بينها نيمرو واحد مع كدروه","3360000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","200م٢ فصحراوي بينها نيمرو واحد مع كدروه ب 33.6","2025-09-11","","Taille rue: N/A | Proche de: صحراوي "
"voursa.com","سمعه اعل كدروه كورونا","6000000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","7.0","","2.0","سمعه اعل كدروه كورنا","2025-12-25","","Titre foncier | type de propriété: Duplex | 2 balcon(s) | Taille rue: 30.00 | Proche de: عباد الرحمن 2 | Garage"
"voursa.com","نيمرو أفكرن من سكتير 6 فرصة ","5500000","Terrain","Vente","Tevragh Zeina","Nouakchott","700.0","","","","فرصة 700م٢ فكرن من سكتير 6 مبيوعه با 55 مليون","2025-12-04","","Taille rue: N/A | Proche de: كدروه ألأربعين "
"voursa.com","150 من سكتير 1 بلوكات","1250000","Terrain","Vente","Tevragh Zeina","Nouakchott","150.0","","","","150m²
ثمن 12.5","2025-10-31","","Taille rue: N/A | Proche de: بلوكات"
"voursa.com","دار جديده ما فات اندخلت ف الفلوجة ","2100000","Appartement/Maison","Vente","Arafat","Nouakchott","180.0","4.0","","2.0","دار جديده ما فات اندخلت ف الفلوجة يندخل له من عند  اصتاصيوه اهل الصيام عل شارع كبير وفاتح عل جهت لبحر فيه 4 بيوت و جلسه و مرافق و كراج 
السعر : 21 مليون 
للاتصال : 36897338
الواتساب : 36897338","2025-06-19","","1 balcon(s) | Taille rue: 18.00 | Proche de: استاصيوه اهل الصيام  | Garage"
"voursa.com","نيمرو من سكتير 5 فكرن للبيع ","7300000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","السلام عليكم هذ نيمرو من سكتير 5 مساحة 600م# فكرن مبيوع ب 73مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-12-03","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","نيمرو من h suit","3300000","Terrain","Vente","Tevragh Zeina","Nouakchott","500.0","","","","نيمرو ممتاز جدا وكريب من كدروه من H suite لمساحة 500م با 33 مليون","2025-10-27","","Taille rue: N/A | Proche de: H suit"
"voursa.com","فرصة 5 أبرتماهات أكريب من كدروه الصكوك دخلهم الشهري 500 ألف فاتحين أعل شارع أكبير","6000000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","12.0","","6.0","فرصة 5 أبرتماهات أكريب من كدروه الصكوك دخلهم الشهري 500 ألف فاتحين أعل شارع أكبير وفي الكرن مبيوعين ألا ب 60 مليون مساحتهم 216م٢ واتواقطهم تامين عندهم تيتر فونصيه 
للإتصال أو الواتساب:
36417043","2025-03-25","","5 balcon(s) | Taille rue: 20.00 | Proche de: كدروه الصكوك "
"voursa.com","دار للبيـــــــــــــــــــــع أفي كرفورأخذطبإيطاليا","2000000","Appartement/Maison","Vente","Arafat","Nouakchott","180.0","3.0","","1.0","السلام عليكم  
دار اجديد مافات اندخلت في كرفور أحذ طب إيطاليا فاتح اعل شارع اكبير وفكرن منقوش مكروي المساحة 180م 
مبيوع فررررررصة  ب 20 مليون حد مهتم ايتواصل معاي 27273277","2026-01-24","","type de propriété: Villa | 1 balcon(s) | Taille rue: 15.00 | Proche de: دار للبيـــــــــــــــــــــع أفي كرفور أخذ طب إيطاليا"
"voursa.com","أربع آبارتماهات اجدد افتيارت h3. وافكرن","6500000","Local commercial/industriel","Vente","Teyarett","Nouakchott","216.0","","","","أربع آبارتماهات ابريميير اشوا افتيارت H.3
مافاتو اندخلو.  افكرن
دخلهم المتوقع 440.000 /شهر
مساحتهم 216م²

","2025-05-05","","Taille rue: N/A | Proche de: كدروه كورونا "
"voursa.com","قطعة ارض للبيع","100000","Terrain","Location","Dar Naim","Nouakchott","150.0","","","","نيمرو فرصة","2026-02-25","","Titre foncier | Taille rue: N/A | Proche de: ماهو العيد من مستشفي انكدو ف المطار القديم"
"voursa.com","Terrain a vendre قطعة ارضية للبيع ","95000","Terrain","Location","Sebkha","Nouakchott","130.0","","","","Terrain a vendre a kouva proche de virage dépôt Camara 
قطعة ارضية للبيع في الكوفة قريبه من فراج دبو كمرا قديما ","2026-02-10","","Titre foncier | Taille rue: N/A | Proche de: فراج دبو كمرا  virage dépôt Camara  | proche"
"voursa.com","استديو","6500","Appartement/Maison","Location","Teyarett","Nouakchott","120.0","1.0","","2.0","استديو اعل كدروه بقالة الشباب يتكون من صالون و جلسة و مرافق با 65 الف مقدم 3 اشهر","2025-11-08","","type de location: Location au mois | 1 balcon(s) | Taille rue: 20.00 | Proche de: بقالة الشباب  | Caméra de sécurité"
"voursa.com","نص نيمرو فسكتير 4","3800000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","*840 من سكتير 4 افنور نصف عكس الكرن 300 م² شارع 20 م ب 38 مليون*","2025-08-14","","Taille rue: N/A | Proche de: سكتير 4"
"voursa.com","نيمرو من الاساتذة","3400000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","رقم 494 من الأساتذة فرصة الثمن 34 مليون","2025-08-20","","Taille rue: N/A | Proche de: الاساتذة"
"voursa.com","نمرو للبيـــــــــع في بلوكات سكتير 1","2650000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","نمرو للبيــــــــــــــــــــــع في سكتير 1 بلوكات  قرب طب القلب
المساحة : 600 م²  شارع 15 م وميت فيه T
السعر : 26 مليون و نص 
واتساب 22608090 فقط للجدين 
","2025-07-27","","Taille rue: N/A | Proche de: طل القلب "
"voursa.com","استديو  كرفور ادرار شارع عادي","400000","Appartement/Maison","Vente","Toujounine","Nouakchott","150.0","3.0","","1.0","نمرو مبني منو استديو وباق منو شي ماه مبني سعر  4ملايين  حد دور تلفنل اعل واتساب 26678975
للاتصال 36147216","2025-07-18","","Titre foncier | 1 balcon(s) | Taille rue: 8.00 | Proche de: كرفور ادرار"
"voursa.com","نص نيمرو من مدال m لاول للبيع ","1700000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام علبكم هذ نص نيمرو من مدال m لاول مساحة 10ف 30 مبيوع ب 17مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-04-10","","Taille rue: N/A | Proche de: مدال m لاول"
"voursa.com","دار اجديده فعرفات","1300000","Appartement/Maison","Vente","Arafat","Nouakchott","180.0","3.0","","2.0","دار اجديده فعرفات اعل كدروه من كد اوفو الكيل الداية 15","2025-10-07","","Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: اوفو الكيل | Garage"
"voursa.com","دار وسمعه فتنسويلم","1300000","Appartement/Maison","Vente","Arafat","Nouakchott","300.0","5.0","","3.0","دار وسمعه فتنسويلم احذ مطعم العربي مدخلين 130الف بادجهم مشتركة","2025-11-04","","Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: مطعم العربي | Garage"
"voursa.com","دار فعرفات شرم الشيخ ","600000","Appartement/Maison","Vente","Arafat","Nouakchott","150.0","3.0","","2.0","دار فعرفات شرم الشيخ خاصة اشوي من فينسيوه","2025-11-06","","Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: شرم الشيخ  | Garage"
"voursa.com","نيمرو من الفوز البوادي أفكرن ","4300000","Terrain","Vente","Tevragh Zeina","Nouakchott","400.0","","","","نيمرو من الفوز البوادي أفكرن إعلى شارع إكبير مبيوع ب 43","2025-06-15","","Taille rue: N/A | Proche de: الفوز "
"voursa.com","دار فابوحديده ","1050000","Appartement/Maison","Vente","Toujounine","Nouakchott","120.0","3.0","","1.0","دار افبوحدبده بين كدروهات ","2026-01-21","","type de propriété: Villa | 1 balcon(s) | Taille rue: 10.00 | Proche de: كدروه الدخلاني | Garage"
"voursa.com","500م من مدال m لاول للبيع ","2000000","Terrain","Vente","Tevragh Zeina","Nouakchott","500.0","","","","السلام عليكم هذ 500م# فاتح منها 10ماطر اعلى ابرك فمدال m لاول مبيوع ب 20مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-11-22","","Taille rue: N/A | Proche de: مدال m لاول"
"voursa.com","دار للبيـــــــــــــــــــــع أفي سوكجيم عين الطلح ","2600000","Appartement/Maison","Vente","Teyarett","Nouakchott","150.0","3.0","","2.0","السلام عليكم دار للبيـــــــــــــــــــــع اف سوكجيم عين الطلح مساحته 150 فاتح على برك فيه اثلث ابيوت ؤجلسة كوزين ودوشات منقوشة مكروية مبيوعه ب 26 مليون حد مهتم يتواصل معاي27273277","2025-10-10","","1 balcon(s) | Taille rue: 12.00 | Proche de: دار للبيـــــــــــــــــــــع أفي سوكجيم عين الطلح "
"voursa.com","نيمرو","1450000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","رقم 80 من ابلوك 64 
ب 14 مليون اونص","2025-11-17","","Taille rue: N/A | Proche de: كرفور مكة"
"voursa.com","230م² فسكتير3 كريب من كدروه قرب الجامعة","1850000","Terrain","Vente","Tevragh Zeina","Nouakchott","230.0","","","","فاتح على شارع كبير وعلى جهة الرياح والموقع راكب نظيف 
ملاحظة للراغبين في شراء او إيجار أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان","2026-01-23","","Taille rue: N/A | Proche de: الجامعة"
"voursa.com","نيمرو من القضاة","4200000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","*211 من القضاة 600 م² ب 42 مليون*","2025-08-16","","Taille rue: N/A | Proche de: القضاة"
"voursa.com","200م# فكرن لشل من مدال m اسويت للبيع ","1350000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","السلام عليكم هذ 200م# فكرن من مدال m اسويت مبيوع ب 13مليون واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-06-26","","Taille rue: N/A | Proche de: مدال m اسويت"
"voursa.com","فرصة نمروللبيـــــــــــــــــــــع بين كرونا مسد بوداه","850000","Terrain","Vente","Teyarett","Nouakchott","216.0","","","","نيمرو للبيـــــــــــــــــــــع في H5
رقم 168 مساحته 216 محوط 
فاتح على شارع 6 ظافي بينو الا نيمروين مع كدروه اجديد ونيمروين عن ابرك سعر الا 8 مليون و500الف فرصة 
الوثائق الرسمية ابرمة وكيتانص حد مهتم يتواصل معاي 27273277","2025-12-11","","Taille rue: N/A | Proche de: نمروللبيـــــــــــــــــــــع فرصة بين كرونا مسد بزداه"
"voursa.com","نيمرو من سكتير 1 بلوكات","3150000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","*نيمرو من سكتير 1 بلوكات  فاتح اعل شارع 30 سعر 31,500*","2025-08-20","","Taille rue: N/A | Proche de: سكتير 1 بلوكات"
"voursa.com","ديبلكس للبيــــــــــــــــــــــع المنطقة افنور سكتير 5 تفرغ زينة كدرونه شارع ","3000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","150.0","3.0","","1.0","ديبلكس للبيــــــــــــــــــــــع
المنطقة افنور سكتير 5 تفرغ زينه كدرونه شاره يتالف طابق الأرضي من : صالون + 2 غرف نوم مع حمامها + جلسة + كراج + مطبخ + تحويشة  + بيت عمال مع حمامه + حمام عمومي ","2025-10-19","","Titre foncier | Taille rue: 15.00 | Proche de: داماك العقارية  | Caméra de sécurité"
"voursa.com","نيمرو من سكتير 5","6500000","Terrain","Vente","Tevragh Zeina","Nouakchott","875.0","","","","875م من سكتير 5 مبيوع با 65 مليون هي تالي فيه","2025-12-08","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","200م٢ من الفوز البوادي ","2000000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","200م٢ من الفوز البوادي با 20","2025-05-26","","Taille rue: 0.00 | Proche de: البوادي "
"voursa.com","دوبلكس للبيع","14000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","300.0","4.0","","2.0","⚠️ تنبيه
دوبلكس مميز في صحراوي – سكتر 5
مساحة 300م²
تم استقبال عدة استفسارات
المعاينة محدودة
التواصل للجادين فقط","2026-01-20","","Titre foncier | type de propriété: Duplex | 2 balcon(s) | Taille rue: 20.00 | Proche de: سكتير 5"
"voursa.com","نص نيمرو فسكتير6","2800000","Terrain","Vente","Tevragh Zeina","Nouakchott","350.0","","","","نصف نيمرو فسكتير 6 مساحة 350م٢ عكس الكرن أكريب من كدروه ألأربعين مبيوع ب 28 مليون فرصة ","2025-05-07","","Taille rue: N/A | Proche de: كدروه ألأربعين "
"voursa.com","نيمرو من سكتير 4 فتحاتو ثنتين ","5000000","Terrain","Vente","Tevragh Zeina","Nouakchott","500.0","","","","نيمرو من سكتير 4 قابل للقسمة 500م با 50 مليون","2025-11-14","","Taille rue: N/A | Proche de: ster "
"voursa.com","قطعه ارضيه فلفوز","4500000","Terrain","Vente","Teyarett","Nouakchott","400.0","","","","نيمرو فلفوز مساحة  400 ماهو ابعيد منكدروه البوادي","2025-09-28","","Taille rue: N/A | Proche de: مشوي محمد لمين "
"voursa.com","حمام نسائي فتفرغ زينه","250000","Local commercial","Vente","Tevragh Zeina","Nouakchott","1.0","","","","حمام فمنطقة طب الفايروسات اعل كدروه الإيجار 200 ألف و دخلو 500-700 حسب العمال و نشاطهم و شغلتهم ديكورو و آلتو كامله موجوده تنباع ب 2.500.000 قابله للنقاش حد مهتم يتواصل امعانا واتس 48889930","2025-12-22","","Taille rue: N/A | Proche de: طب الفايروسات"
"voursa.com","نيمرو من بلوك 59 إعلى رامبلة ","3200000","Terrain","Vente","Teyarett","Nouakchott","600.0","","","","المساحة 600م٢ تيتر فونسي صاد اعل جيهة البحر إعلى رامبلة شاكه المطار لاهِي تُكدرن الثمن 32 مليون ","2026-02-24","","Titre foncier | Taille rue: 20.00 | Proche de: إيثار "
"voursa.com","ابرتماهات  للايجار قرب السعادة","8000","Appartement/Maison","Location","Teyarett","Nouakchott","70.0","1.0","","1.0","ابرتماه في المشروع قرب مدرسة السعادة 
يتكون من غرفة وجلسة وفرنسا ومطبخ وحمام","2026-01-23","","Titre foncier | type de location: Location au mois | type de propriété: Appartement | 1 balcon(s) | Taille rue: 15.00 | Proche de: مدرسة السعادة"
"voursa.com","دار فصحراوي طراز اول فرصة ","1000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","600.0","7.0","","5.0","دار فصحراوي طراز اول اخر صيحه من التصميم العقاري علي شارع كبير. موقعها مميز 
المساحة :600م
حد كامل يدور دوبلكس ول دار فتفرغ زينه للبيع 
للتواصل :38713233
الواتساب:38713233","2025-05-14","","4 balcon(s) | Taille rue: 25.00 | Proche de: دار فصحراوي طراز اول عصري وراقي  | Caméra de sécurité"
"voursa.com","فيلاارضي للبيع قرب كرفور اشريف فيه تهوي","3300000","Appartement/Maison","Vente","Ksar","Nouakchott","375.0","5.0","","3.0","ها ذي الدر زينه خته وفيه فرصة اليوم لاتفوتكم يا اهل لكصر","2025-12-25","","type de propriété: Villa | 2 balcon(s) | Taille rue: 15.00 | Proche de: البات  | Caméra de sécurité | Meublé | Garage"
"voursa.com","سكتير 3","3300000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","رقم 52 من سكتير 3 بلوكات 
ب 33 مليون 
بيني معاه واحد","2025-04-20","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","منزل  للإيجار","75000","Appartement/Maison","Location","Tevragh Zeina","Nouakchott","600.0","7.0","","4.0","للإجار منزل كبير كريب  بنيان درجه أولا من سوبر ماركت البديل مساحتو 600م صالح للمأسسات والأسر الكبير 
ملاحظ المنزل فيه بروهات جدد جاهزين حد يبقي يأجرهم معاه ولا يأجرو هو وحدو 36707610
والله ولي التوفيق   36707610
","2025-06-17","","Titre foncier | 2 balcon(s) | type de location: Location au mois | Taille rue: 25.00 | Proche de: البديل  | Garage"
"voursa.com","منزل للبيع الحي الساكن ","700000","Appartement/Maison","Vente","Dar Naim","Nouakchott","180.0","3.0","","1.0","السلام عليكم 
دار للبيـــــــــــــــــــــع الحي الساكن كريب من مخبزة ارمضان
 فيه صالون و بيت اركاد و بيت اصغير و اكراج و بتهويتها فاتح على بارك  فكرن 
المساحة180م٢ 
السعر 7 مليون","2026-01-01","","Titre foncier | type de propriété: Autre | 1 balcon(s) | Taille rue: 20.00 | Proche de: مخبزة رمضان  | Garage"
"voursa.com","تراب كبير فشمامه ","50000","Terrain","Location","Rosso","Nouakchott","50.0","","","","المساحه 50هكتار  سعر لهكتار 500الف
حد شاري بايعين تلفنل اعل واتساب 26678975 وتلفون 36147216  تواغطه مظبوطين ...","2025-08-16","","Taille rue: N/A | Proche de: لكصيب2"
"voursa.com","نيمرو فسكتير 1 بلوكات","1200000","Terrain","Vente","Sebkha","Nouakchott","150.0","","","","*من بلوكات سكتير ¹  150m² مبيوع 12 مليون*","2025-05-21","","Taille rue: N/A | Proche de: طب القلب"
"voursa.com","نمرو اللبيع أفي المطار القديم بلوك 10","3150000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","نمرو اللبيع أفي المطار القديم بلوك 10
مساحته 400 مبيوعه ب 31مليون 500الف 
حد مهتم يتواصل معاي 27273277","2026-01-23","","Taille rue: N/A | Proche de: نمرو اللبيع أفي المطار القديم بلوك 10"
"voursa.com","سمع للبيع عرفات الداية 17","700000","Appartement/Maison","Vente","Arafat","Nouakchott","180.0","6.0","","2.0","السلام عليكم
 سمعه للبيـــــــــــــــــــــع
 عرفات الداية 17 
 كريب من كدروه 
فيه من تحت أربع ابيوت جلسة كوزين دوشات الفوك أربع ابيوت جلسة كوزين دوشات مكروية
 المساحة180م٢
 السعر 7مليون ","2025-12-13","","Titre foncier | type de propriété: Autre | 1 balcon(s) | Taille rue: 6.00 | Proche de: الداية 17"
"voursa.com","نمرو للبيـــــع في التيسير ","580000","Terrain","Vente","Teyarett","Nouakchott","216.0","","","","رقم 30 من الحي العسكري التيسير
المساحة :  216 م² شارع أكبير 
السعر : 5 مليون و 800 الف
واتساب 22608090 فقط للجدين ","2025-08-14","","Taille rue: N/A | Proche de: حاضر التيسير "
"voursa.com","ديبلكس للبيــع طراز راقي في i4","5500000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","4.0","","2.0","ديبلكس طراز راقٍ في i4 المساحة 216م٢ ","2026-01-07","","Titre foncier | type de propriété: Duplex | 1 balcon(s) | Taille rue: 18.00 | Proche de: شارع الوزير  | Garage"
"voursa.com","قرب سفارة الأمريكية ","5000000","Terrain","Vente","Tevragh Zeina","Nouakchott","168.0","","","","3 دبلكسات من طراز الاول للبيــــــــــــــــــــــع  قرب سفارة الأمريكية 
مساحة  الواحد : 168 م²
يتالف كل دبلكس  من طابق الارضي : تهوية + كراج كهربائي + بيت عامل و حمامه + جلسة  + صالون مفتوح  + مطبخ  مغربي+ حمام عمومي 
طابق العلوي : 2 غرف نوم مع حماما + جلسة + حمام عمومي + بالكون
سعر واحد : 50 مليون أوقية قديمة 
 ","2025-03-28","","Taille rue: N/A | Proche de: سفارة الأمريكية "
"voursa.com","نيمرو في الصحراوي للبيع ","4000000","Terrain","Vente","Sebkha","Nouakchott","400.0","","","","السلام عليكم هذ نيمرو من الصحراوي مساحة 400م# مبيوع ب 40مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-04-13","","Taille rue: N/A | Proche de: الصحراوي "
"voursa.com","دار تنباع ","1200000","Appartement/Maison","Vente","Toujounine","Nouakchott","1.0","0.0","","0.0","دار للبيع
توجنين 
الأوراق كاملة 
السعر 12 مليون
واتساب 48889930 للاتصال 34232357","2026-02-23","","Titre foncier | type de propriété: Autre | Taille rue: N/A | Proche de: توجنين "
"voursa.com","ديبلكس فظهر اللؤلؤ","2800000","Appartement/Maison","Vente","Teyarett","Nouakchott","120.0","7.0","","2.0","سعر 28 مليون حد ايدور عقار ول خدمه تلفنل 26678975.36147216","2025-10-31","","Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: مجمع اللؤلؤ "
"voursa.com","500م# فكرن من سكتير 5 للبيع ","6700000","Terrain","Vente","Tevragh Zeina","Nouakchott","500.0","","","","السلام عليكم هذ 500م# فكرن من سكتير 5 مبيوع ب 67مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950","2025-11-11","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","نيمرو","1550000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","106 من ابلوك 62
ب 15 مليون انص","2025-11-17","","Taille rue: N/A | Proche de: بترو ديس"
"voursa.com","Maison à vendre ","1400000","Terrain","Vente","Nouadhibou","Nouakchott","150.0","","","","Maison de 150 mètres carrés année de construction 2007 R+1","2025-06-29","","Taille rue: N/A | Proche de: Hamam Paris Baghdad "
"voursa.com","نيمرو فكرن من سكتير 6 للبيع ","6000000","Terrain","Vente","Tevragh Zeina","Nouakchott","700.0","","","","السلام عليكم هذ نيمرو فكرن من سكتير 6 مساحة 700م# مبيوع ب 60مليون للإستفسار اكثر اتصلوا علي الرقم التالى 49546950","2026-02-12","","Taille rue: 20.00 | Proche de: سكتير 6 "
"voursa.com","ديبلكس فسكتير 4","14000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","600.0","10.0","","3.0","سكتير 4 ب،140  مليون ترابها 600 حد شاري تلفنل 26678975.36147216","2025-10-09","","Titre foncier | 2 balcon(s) | Taille rue: 30.00 | Proche de: سكتير 4"
"voursa.com","دبلكس للبيـــــــــــــــــــــع اف المطار القديم بلوك9","5000000","Appartement/Maison","Vente","Dar Naim","Nouakchott","200.0","6.0","","4.0","عندي  ذيك دبلكس جديد للبيــــــــــــــــــــــع مافات اندخلت  في مطار القديم بلوك 9   قرب  مسيد  عبدي ولد عبدي
المساحة : 200 م²
يتالف  طابق الأرضي من:  صالون + جلسة + نوم مع حمامها + + مطبخ + حمام عمومي+ تهوية+كراج  + بيت عامل وحمامه 
طابق العلوي : صالون+ 2 غرفة نوم مع حمامها + جلسة + غرف اطفال + حمام عمومي 
*السعر : 50 مليون أوقية قديمة قابلة للتفاوض جاد*  حد مهتم يتواصل معاي 
إلا تصال.        27273277
واتساب.         27273277","2025-10-15","","1 balcon(s) | Taille rue: 12.00 | Proche de: دبلكس للبيـــــــــــــــــــــع المطار القديم إبلوك ٩"
"voursa.com","نيمرو فالمطار القديم","2000000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","107 من ابلك 21 فاتح ساحل مبيوع كامل ب20","2025-09-02","","Taille rue: N/A | Proche de: المطار القديم"
"voursa.com","فرصة نيمرو فالفوز البوادي إعلى شارع 30 وفكرن شارع 20","3800000","Terrain","Vente","Teyarett","Nouakchott","400.0","","","","فرصة نيمرو فالفوز البوادي إعلى شارع 30م٢ لاهي يُكدرن وفكرن شارع 20م٢ عندو برمة وزارة المالية أوراقو مكتملة كايل 38 مليون وينباع ","2025-09-12","","Taille rue: N/A | Proche de: البوادي "
"voursa.com","فرصة نيمر للبيع ف F nor قرب سفارة الهند ","5400000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","فرصة نيمر للبيع قرب سفارة الهند شارع كببر موقع ممتاز","2025-11-23","","Taille rue: N/A | Proche de: سفارة الهند "
"voursa.com","نص فكرن من سكتير 6 بينو واحد مع 5","3500000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","",""," نص فكرن من سكتير 6 المساحة 300م با 35 مليون متوالي س 5","2025-10-09","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","نيمرو للبيع اكريب من كدروه كورونا ؤكدروه الصكوك ","1700000","Terrain","Vente","Teyarett","Nouakchott","180.0","","","","نيمرو للبيع اكريب من كرفور كورونا ؤ كدروه صكوك.
بينوامع كدروه صكوك حوالي 50م

شارع : 10م
مساحة : 180م²  ( 12 م ف 15م )
أوراق : تيتر فونسيي 

ب : 17 مليون قديمة 

41545765","2025-10-28","","Taille rue: N/A | Proche de: كرفور كورونا "
"voursa.com","قطعة أرضية في حي دبي إنواذيبو قريبة من كودروه","5000000","Terrain","Vente","Nouadhibou","Nouakchott","300.0","","","","قطعة أرضية في حي دبي إنواذيبو قريبة من كودروه","2025-04-17","","Taille rue: 0.00 | Proche de: حي دبي إنواذيبو"
"voursa.com","دار للبيع في نواذيبوا Maison Nouadhibou","135000","Appartement/Maison","Location","Nouadhibou","Nouadhibou","180.0","5.0","","2.0","دار للبيع في نواذيبوا 
Maison à vendre Nouadhibou ","2025-11-06","","Taille rue: N/A | Proche de: 6em Robinet"
"voursa.com","نيمرو في بريمير الفوك ماه بعيد من كدروه","750000","Terrain","Vente","Teyarett","Nouakchott","216.0","","","","نيمرو في بريمير بين كدروهات فاتح فبرك وزين ماشاءالله 
والله المستعان ","2025-05-15","","Taille rue: N/A | Proche de: مجمع الرحمة"
"voursa.com","سمعه في كرفور بالقرب من الزاوية للبيع ","1000000","Appartement/Maison","Vente","Arafat","Nouakchott","150.0","1.0","","2.0","السلام عليكم هذ سمعه ف  كرفور بالقرب من مسجد الزاوية مدخلي 70الف شهريا مبيوع ب 10ملاين للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-05-05","","1 balcon(s) | Taille rue: 15.00 | Proche de: كرفور "
"voursa.com","ديبلكس مصغرة لايجار","14500","Appartement/Maison","Location","Teyarett","Nouakchott","170.0","3.0","","2.0","ديبلكس مصغرة لايجار تتكون من صالون اوروبي مفتوح و مكزينه و حمام عمومي و مطبخ و الفوك صالون و غرفة نوم و حمامها ..بنيان عصري حديث مافات أدخلت ","2025-11-09","","type de location: Location au mois | 1 balcon(s) | Taille rue: 12.00 | Proche de: بقالة الشباب  | Caméra de sécurité"
"voursa.com","نيمرو من سكتير 4 للبيع ","4600000","Terrain","Vente","Tevragh Zeina","Nouakchott","500.0","","","","السلام عليكم هذ نيمرو من سكتير 4 مساحة 500م# مبيوع ب 46 ويباع انصوصه للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-07-07","","Taille rue: N/A | Proche de: سكتير 4"
"voursa.com","عندنا ذوك 3 نيمروات اكبار من o5 للبيع","2400000","Terrain","Vente","Teyarett","Nouakchott","1300.0","","","","عندنا 3 نيمروات من o5  ارقامهم 235 و 236 و 237 واحد مساحة 500م٢ و اثنين كلهم 400م٢ كونفورم و مصدرهم ثقه 
حد مهتم يتواصل مع وكالة زمزم العقارية 
للاتصال : 36897338
الواتساب : 36897338","2025-11-14","","Taille rue: N/A | Proche de: البوادي"
"voursa.com","نمرو اللبيع أفي المطار القديم بلوك 58","2100000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","نمرو اللبيع أفي المطار القديم بلوك 58
مساحته 400 مبيوعه ب 21مليون حد مهتم يتواصل معاي 27273277","2026-01-22","","Taille rue: N/A | Proche de: نمرو اللبيع أفي المطار القديم بلوك 58"
